timestamp,distance_kiri_m,distance_kanan_m,kemiringan_deg
2025-05-13T14:44:45.265433,2162,2160,75.96
2025-05-13T14:44:45.337224,2162,2164,-75.96
2025-05-13T14:44:45.424936,2162,2164,-75.96
2025-05-13T14:44:45.457191,2162,2164,-75.96
2025-05-13T14:44:45.584609,2163,2164,-63.43
2025-05-13T14:44:45.603069,2163,2165,-75.96
2025-05-13T14:44:45.729883,2163,2165,-75.96
2025-05-13T14:44:45.740015,2163,2165,-75.96
2025-05-13T14:44:45.868976,2163,2167,-82.87
2025-05-13T14:44:45.883376,2165,2167,-75.96
2025-05-13T14:44:45.995640,2165,2167,-75.96
2025-05-13T14:44:46.046797,2165,2167,-75.96
2025-05-13T14:44:46.136860,2165,2168,-80.54
2025-05-13T14:44:46.208000,2166,2168,-75.96
2025-05-13T14:44:46.262444,2166,2168,-75.96
2025-05-13T14:44:46.363045,2166,2168,-75.96
2025-05-13T14:44:46.406498,2166,2169,-80.54
2025-05-13T14:44:46.510899,2168,2169,-63.43
2025-05-13T14:44:46.531087,2168,2169,-63.43
2025-05-13T14:44:46.674475,2168,2171,-80.54
2025-05-13T14:44:46.683811,2168,2171,-80.54
2025-05-13T14:44:46.801705,2168,2171,-80.54
2025-05-13T14:44:46.830277,2169,2171,-75.96
2025-05-13T14:44:46.940741,2169,2173,-82.87
2025-05-13T14:44:46.992831,2169,2173,-82.87
2025-05-13T14:44:47.073803,2169,2173,-82.87
2025-05-13T14:44:47.152370,2170,2173,-80.54
2025-05-13T14:44:47.216244,2170,2175,-84.29
2025-05-13T14:44:47.311528,2170,2175,-84.29
2025-05-13T14:44:47.335748,2170,2175,-84.29
2025-05-13T14:44:47.468350,2169,2175,-85.24
2025-05-13T14:44:47.481540,2169,2176,-85.91
2025-05-13T14:44:47.608760,2169,2176,-85.91
2025-05-13T14:44:47.630681,2169,2176,-85.91
2025-05-13T14:44:47.751607,2169,2176,-85.91
2025-05-13T14:44:47.776940,2163,2176,-87.8
2025-05-13T14:44:47.872660,2163,2176,-87.8
2025-05-13T14:44:47.935112,2163,2176,-87.8
2025-05-13T14:44:48.020383,2163,2176,-87.8
2025-05-13T14:44:48.099162,2162,2176,-87.95
2025-05-13T14:44:48.140210,2162,2176,-87.95
2025-05-13T14:44:48.254976,2162,2176,-87.95
2025-05-13T14:44:48.285008,2162,2177,-88.09
2025-05-13T14:44:48.409388,2162,2177,-88.09
2025-05-13T14:44:48.416155,2161,2177,-88.21
2025-05-13T14:44:48.554949,2161,2176,-88.09
2025-05-13T14:44:48.572202,2161,2176,-88.09
2025-05-13T14:44:48.679923,2161,2176,-88.09
2025-05-13T14:44:48.717726,2161,2176,-88.09
2025-05-13T14:44:48.823074,2161,2175,-87.95
2025-05-13T14:44:48.899761,2161,2175,-87.95
2025-05-13T14:44:48.949164,2161,2175,-87.95
2025-05-13T14:44:49.042720,2161,2175,-87.95
2025-05-13T14:44:49.096632,2161,2175,-87.95
2025-05-13T14:44:49.202684,2161,2175,-87.95
2025-05-13T14:44:49.215580,2161,2175,-87.95
2025-05-13T14:44:49.363109,2161,2176,-87.95
2025-05-13T14:44:49.363842,2161,2176,-88.09
2025-05-13T14:44:49.486133,2161,2176,-88.09
2025-05-13T14:44:49.520337,2161,2176,-88.09
2025-05-13T14:44:49.628582,2161,2175,-87.95
2025-05-13T14:44:49.662224,2161,2175,-87.95
2025-05-13T14:44:49.756387,2161,2175,-87.95
2025-05-13T14:44:49.843023,2161,2175,-87.95
2025-05-13T14:44:49.898903,2161,2175,-87.95
2025-05-13T14:44:49.986020,2160,2175,-88.09
2025-05-13T14:44:50.017341,2160,2175,-88.09
2025-05-13T14:44:50.145379,2160,2175,-88.09
2025-05-13T14:44:50.163973,2160,2177,-88.32
2025-05-13T14:44:50.290823,2160,2177,-88.32
2025-05-13T14:44:50.302068,2158,2177,-88.49
2025-05-13T14:44:50.434002,2158,2178,-88.57
2025-05-13T14:44:50.464374,2158,2178,-88.57
2025-05-13T14:44:50.559073,2158,2178,-88.57
2025-05-13T14:44:50.611261,2157,2178,-88.64
2025-05-13T14:44:50.701871,2157,2171,-87.95
2025-05-13T14:44:50.767166,2157,2171,-87.95
2025-05-13T14:44:50.825993,2157,2171,-87.95
2025-05-13T14:44:50.926879,2156,2171,-88.09
2025-05-13T14:44:50.971980,2156,2174,-88.41
2025-05-13T14:44:51.087449,2156,2174,-88.41
2025-05-13T14:44:51.094457,2156,2174,-88.41
2025-05-13T14:44:51.230685,2155,2174,-88.49
2025-05-13T14:44:51.240870,2155,2179,-88.81
2025-05-13T14:44:51.362151,2155,2179,-88.81
2025-05-13T14:44:51.410538,2155,2179,-88.81
2025-05-13T14:44:51.510926,2155,2181,-88.9
2025-05-13T14:44:51.551183,2154,2181,-88.94
2025-05-13T14:44:51.636061,2154,2181,-88.94
2025-05-13T14:44:51.714932,2154,2181,-88.94
2025-05-13T14:44:51.777644,2154,2185,-89.08
2025-05-13T14:44:51.873430,2152,2185,-89.13
2025-05-13T14:44:51.902439,2152,2185,-89.13
2025-05-13T14:44:52.033082,2152,2185,-89.13
2025-05-13T14:44:52.043165,2152,2186,-89.16
2025-05-13T14:44:52.170791,2151,2186,-89.16
2025-05-13T14:44:52.173913,2151,2186,-89.18
2025-05-13T14:44:52.315619,2151,2190,-89.27
2025-05-13T14:44:52.353167,2151,2190,-89.27
2025-05-13T14:44:52.438364,2151,2190,-89.27
2025-05-13T14:44:52.500227,2148,2190,-89.32
2025-05-13T14:44:52.584658,2148,2194,-89.38
2025-05-13T14:44:52.654136,2148,2194,-89.38
2025-05-13T14:44:52.710842,2148,2194,-89.38
2025-05-13T14:44:52.818047,2144,2194,-89.43
2025-05-13T14:44:52.851444,2144,2199,-89.48
2025-05-13T14:44:52.978102,2144,2199,-89.48
2025-05-13T14:44:52.979070,2144,2199,-89.48
2025-05-13T14:44:53.118315,2140,2205,-89.53
2025-05-13T14:44:53.119721,2140,2205,-89.56
2025-05-13T14:44:53.242000,2140,2205,-89.56
2025-05-13T14:44:53.281534,2140,2205,-89.56
2025-05-13T14:44:53.390584,2140,2210,-89.59
2025-05-13T14:44:53.439742,2136,2210,-89.61
2025-05-13T14:44:53.512303,2136,2210,-89.61
2025-05-13T14:44:53.605957,2136,2210,-89.61
2025-05-13T14:44:53.658575,2136,2215,-89.64
2025-05-13T14:44:53.761085,2131,2215,-89.66
2025-05-13T14:44:53.776367,2131,2215,-89.66
2025-05-13T14:44:53.916900,2131,2215,-89.66
2025-05-13T14:44:53.921834,2131,2217,-89.67
2025-05-13T14:44:54.046399,2131,2217,-89.67
2025-05-13T14:44:54.063721,2131,2217,-89.67
2025-05-13T14:44:54.193066,2131,2222,-89.69
2025-05-13T14:44:54.224235,2131,2222,-89.69
2025-05-13T14:44:54.312569,2131,2222,-89.69
2025-05-13T14:44:54.386081,2128,2222,-89.7
2025-05-13T14:44:54.458167,2128,2225,-89.7
2025-05-13T14:44:54.543239,2128,2225,-89.7
2025-05-13T14:44:54.582767,2128,2225,-89.7
2025-05-13T14:44:54.689698,2126,2225,-89.71
2025-05-13T14:44:54.727086,2126,2227,-89.72
2025-05-13T14:44:54.847683,2126,2227,-89.72
2025-05-13T14:44:54.849707,2126,2227,-89.72
2025-05-13T14:44:54.993102,2126,2229,-89.72
2025-05-13T14:44:55.006232,2124,2229,-89.73
2025-05-13T14:44:55.116337,2124,2229,-89.73
2025-05-13T14:44:55.171075,2124,2229,-89.73
2025-05-13T14:44:55.261950,2124,2230,-89.73
2025-05-13T14:44:55.329411,2121,2230,-89.74
2025-05-13T14:44:55.388466,2121,2230,-89.74
2025-05-13T14:44:55.493176,2121,2230,-89.74
2025-05-13T14:44:55.528755,2121,2230,-89.74
2025-05-13T14:44:55.635795,2118,2230,-89.74
2025-05-13T14:44:55.653892,2118,2230,-89.74
2025-05-13T14:44:55.792873,2118,2233,-89.75
2025-05-13T14:44:55.794620,2118,2233,-89.75
2025-05-13T14:44:55.919871,2118,2233,-89.75
2025-05-13T14:44:55.953458,2117,2233,-89.75
2025-05-13T14:44:56.062862,2117,2242,-89.77
2025-05-13T14:44:56.111827,2117,2242,-89.77
2025-05-13T14:44:56.185433,2117,2242,-89.77
2025-05-13T14:44:56.270994,2115,2242,-89.77
2025-05-13T14:44:56.333541,2115,2244,-89.78
2025-05-13T14:44:56.434319,2115,2244,-89.78
2025-05-13T14:44:56.450936,2115,2244,-89.78
2025-05-13T14:44:56.577489,2114,2244,-89.78
2025-05-13T14:44:56.599039,2114,2243,-89.78
2025-05-13T14:44:56.721394,2114,2243,-89.78
2025-05-13T14:44:56.736499,2114,2243,-89.78
2025-05-13T14:44:56.864491,2114,2242,-89.78
2025-05-13T14:44:56.897320,2114,2242,-89.78
2025-05-13T14:44:56.991627,2114,2242,-89.78
2025-05-13T14:44:57.061098,2114,2242,-89.78
2025-05-13T14:44:57.134261,2114,2239,-89.77
2025-05-13T14:44:57.204972,2113,2239,-89.77
2025-05-13T14:44:57.258633,2113,2239,-89.77
2025-05-13T14:44:57.376281,2113,2239,-89.77
2025-05-13T14:44:57.403601,2113,2233,-89.76
2025-05-13T14:44:57.521366,2112,2233,-89.76
2025-05-13T14:44:57.526673,2112,2233,-89.76
2025-05-13T14:44:57.674072,2112,2228,-89.75
2025-05-13T14:44:57.682551,2112,2228,-89.75
2025-05-13T14:44:57.793277,2112,2228,-89.75
2025-05-13T14:44:57.842439,2111,2228,-89.76
2025-05-13T14:44:57.938244,2111,2222,-89.74
2025-05-13T14:44:58.004078,2111,2222,-89.74
2025-05-13T14:44:58.063803,2111,2222,-89.74
2025-05-13T14:44:58.164311,2112,2222,-89.74
2025-05-13T14:44:58.208343,2112,2214,-89.72
2025-05-13T14:44:58.320122,2112,2214,-89.72
2025-05-13T14:44:58.330515,2112,2214,-89.72
2025-05-13T14:44:58.464901,2115,2214,-89.71
2025-05-13T14:44:58.474942,2115,2206,-89.69
2025-05-13T14:44:58.600289,2115,2206,-89.69
2025-05-13T14:44:58.625032,2115,2206,-89.69
2025-05-13T14:44:58.745136,2115,2199,-89.66
2025-05-13T14:44:58.785098,2119,2199,-89.64
2025-05-13T14:44:58.868860,2119,2199,-89.64
2025-05-13T14:44:58.946410,2119,2199,-89.64
2025-05-13T14:44:59.014205,2119,2192,-89.61
2025-05-13T14:44:59.107500,2121,2192,-89.6
2025-05-13T14:44:59.132916,2121,2192,-89.6
2025-05-13T14:44:59.268706,2121,2192,-89.6
2025-05-13T14:44:59.283027,2121,2185,-89.55
2025-05-13T14:44:59.402830,2121,2185,-89.55
2025-05-13T14:44:59.407587,2124,2185,-89.53
2025-05-13T14:44:59.548936,2124,2179,-89.48
2025-05-13T14:44:59.572944,2124,2179,-89.48
2025-05-13T14:44:59.672696,2124,2179,-89.48
2025-05-13T14:44:59.728799,2127,2179,-89.45
2025-05-13T14:44:59.815120,2127,2173,-89.38
2025-05-13T14:44:59.890001,2127,2173,-89.38
2025-05-13T14:44:59.942030,2127,2173,-89.38
2025-05-13T14:45:00.056243,2130,2173,-89.33
2025-05-13T14:45:00.083529,2130,2166,-89.2
2025-05-13T14:45:00.211430,2130,2166,-89.2
2025-05-13T14:45:00.212234,2130,2166,-89.2
2025-05-13T14:45:00.349701,2130,2161,-89.08
2025-05-13T14:45:00.356562,2132,2161,-89.01
2025-05-13T14:45:00.476981,2132,2161,-89.01
2025-05-13T14:45:00.514714,2132,2161,-89.01
2025-05-13T14:45:00.620497,2132,2155,-88.75
2025-05-13T14:45:00.678095,2134,2155,-88.64
2025-05-13T14:45:00.741472,2134,2155,-88.64
2025-05-13T14:45:00.835025,2134,2155,-88.64
2025-05-13T14:45:00.888268,2134,2151,-88.32
2025-05-13T14:45:00.999627,2136,2151,-88.09
2025-05-13T14:45:01.007482,2136,2151,-88.09
2025-05-13T14:45:01.152048,2136,2128,86.42
2025-05-13T14:45:01.156791,2136,2128,86.42
2025-05-13T14:45:01.273664,2136,2128,86.42
2025-05-13T14:45:01.298802,2136,2128,86.42
2025-05-13T14:45:01.422530,2136,2124,87.61
2025-05-13T14:45:01.460686,2136,2124,87.61
2025-05-13T14:45:01.544030,2136,2124,87.61
2025-05-13T14:45:01.619545,2138,2124,87.95
2025-05-13T14:45:01.686430,2138,2120,88.41
2025-05-13T14:45:01.782595,2138,2120,88.41
2025-05-13T14:45:01.806311,2138,2120,88.41
2025-05-13T14:45:01.941952,2137,2120,88.32
2025-05-13T14:45:01.951530,2137,2132,84.29
2025-05-13T14:45:02.079397,2137,2132,84.29
2025-05-13T14:45:02.098856,2137,2132,84.29
2025-05-13T14:45:02.219671,2137,2129,86.42
2025-05-13T14:45:02.245992,2116,2129,-87.8
2025-05-13T14:45:02.347209,2116,2129,-87.8
2025-05-13T14:45:02.420833,2116,2129,-87.8
2025-05-13T14:45:02.486136,2116,2127,-87.4
2025-05-13T14:45:02.563586,2117,2127,-87.14
2025-05-13T14:45:02.611038,2117,2127,-87.14
2025-05-13T14:45:02.725404,2117,2127,-87.14
2025-05-13T14:45:02.757226,2117,2125,-86.42
2025-05-13T14:45:02.879363,2117,2125,-86.42
2025-05-13T14:45:02.883208,2119,2125,-85.24
2025-05-13T14:45:03.021161,2119,2124,-84.29
2025-05-13T14:45:03.046374,2119,2124,-84.29
2025-05-13T14:45:03.148146,2119,2124,-84.29
2025-05-13T14:45:03.189042,2119,2124,-84.29
2025-05-13T14:45:03.290798,2119,2122,-80.54
2025-05-13T14:45:03.368683,2119,2122,-80.54
2025-05-13T14:45:03.418046,2119,2122,-80.54
2025-05-13T14:45:03.507815,2119,2122,-80.54
2025-05-13T14:45:03.559565,2119,2121,-75.96
2025-05-13T14:45:03.672908,2119,2121,-75.96
2025-05-13T14:45:03.678347,2119,2121,-75.96
2025-05-13T14:45:03.826722,2119,2120,-63.43
2025-05-13T14:45:03.830731,2119,2120,-63.43
2025-05-13T14:45:03.948565,2119,2120,-63.43
2025-05-13T14:45:03.988793,2119,2120,-63.43
2025-05-13T14:45:04.091761,2119,2118,63.43
2025-05-13T14:45:04.131674,2119,2118,63.43
2025-05-13T14:45:04.219020,2119,2118,63.43
2025-05-13T14:45:04.310447,2119,2118,63.43
2025-05-13T14:45:04.360487,2119,2116,80.54
2025-05-13T14:45:04.456188,2119,2116,80.54
2025-05-13T14:45:04.486253,2119,2116,80.54
2025-05-13T14:45:04.613618,2119,2116,80.54
2025-05-13T14:45:04.627183,2119,2116,80.54
2025-05-13T14:45:04.747856,2119,2116,80.54
2025-05-13T14:45:04.772178,2117,2116,63.43
2025-05-13T14:45:04.894317,2117,2115,75.96
2025-05-13T14:45:04.934343,2117,2115,75.96
2025-05-13T14:45:05.018955,2117,2115,75.96
2025-05-13T14:45:05.078193,2116,2115,63.43
2025-05-13T14:45:05.159983,2116,2114,75.96
2025-05-13T14:45:05.251780,2116,2114,75.96
2025-05-13T14:45:05.283968,2116,2114,75.96
2025-05-13T14:45:05.397858,2116,2114,75.96
2025-05-13T14:45:05.428558,2116,2113,80.54
2025-05-13T14:45:05.553140,2116,2113,80.54
2025-05-13T14:45:05.557966,2116,2113,80.54
2025-05-13T14:45:05.699813,2116,2112,82.87
2025-05-13T14:45:05.714261,2114,2112,75.96
2025-05-13T14:45:05.820656,2114,2112,75.96
2025-05-13T14:45:05.876821,2114,2112,75.96
2025-05-13T14:45:05.966968,2114,2112,75.96
2025-05-13T14:45:06.023259,2113,2112,63.43
2025-05-13T14:45:06.091049,2113,2112,63.43
2025-05-13T14:45:06.196103,2113,2112,63.43
2025-05-13T14:45:06.237410,2113,2111,75.96
2025-05-13T14:45:06.342914,2112,2111,63.43
2025-05-13T14:45:06.355567,2112,2111,63.43
2025-05-13T14:45:06.499737,2112,2110,63.43
2025-05-13T14:45:06.502390,2112,2110,75.96
2025-05-13T14:45:06.624644,2112,2110,75.96
2025-05-13T14:45:06.659910,2110,2110,0.0
2025-05-13T14:45:06.771180,2110,2108,75.96
2025-05-13T14:45:06.821257,2110,2108,75.96
2025-05-13T14:45:06.898162,2110,2108,75.96
2025-05-13T14:45:06.967987,2108,2108,0.0
2025-05-13T14:45:07.039688,2108,2106,75.96
2025-05-13T14:45:07.137834,2108,2106,75.96
2025-05-13T14:45:07.157861,2108,2106,75.96
2025-05-13T14:45:07.284825,2111,2106,84.29
2025-05-13T14:45:07.302704,2111,2103,86.42
2025-05-13T14:45:07.428406,2111,2103,86.42
2025-05-13T14:45:07.444754,2111,2103,86.42
2025-05-13T14:45:07.575807,2111,2103,86.42
2025-05-13T14:45:07.605237,2124,2103,88.64
2025-05-13T14:45:07.695849,2124,2103,88.64
2025-05-13T14:45:07.767096,2124,2103,88.64
2025-05-13T14:45:07.840918,2124,2106,88.41
2025-05-13T14:45:07.911919,2128,2106,88.7
2025-05-13T14:45:07.966342,2128,2106,88.7
2025-05-13T14:45:08.073230,2128,2106,88.7
2025-05-13T14:45:08.111491,2128,2106,88.7
2025-05-13T14:45:08.228820,2128,2106,88.7
2025-05-13T14:45:08.230291,2128,2106,88.7
2025-05-13T14:45:08.376501,2128,2105,88.75
2025-05-13T14:45:08.390397,2128,2105,88.75
2025-05-13T14:45:08.496389,2128,2105,88.75
2025-05-13T14:45:08.553531,2140,2105,89.18
2025-05-13T14:45:08.642685,2140,2107,89.13
2025-05-13T14:45:08.709227,2140,2107,89.13
2025-05-13T14:45:08.761785,2140,2107,89.13
2025-05-13T14:45:08.854754,2140,2107,89.13
2025-05-13T14:45:08.907582,2140,2106,89.16
2025-05-13T14:45:09.016804,2140,2106,89.16
2025-05-13T14:45:09.031180,2140,2106,89.16
2025-05-13T14:45:09.172709,2140,2106,89.16
2025-05-13T14:45:09.176049,2140,2106,89.16
2025-05-13T14:45:09.301990,2140,2106,89.16
2025-05-13T14:45:09.333638,2140,2106,89.16
2025-05-13T14:45:09.447759,2140,2106,89.16
2025-05-13T14:45:09.495326,2140,2106,89.16
2025-05-13T14:45:09.574310,2140,2106,89.16
2025-05-13T14:45:09.653439,2140,2106,89.16
2025-05-13T14:45:09.711264,2140,2107,89.13
2025-05-13T14:45:09.799972,2140,2107,89.13
2025-05-13T14:45:09.836366,2140,2107,89.13
2025-05-13T14:45:09.959558,2140,2107,89.13
2025-05-13T14:45:09.982675,2140,2107,89.13
2025-05-13T14:45:10.108599,2140,2107,89.13
2025-05-13T14:45:10.120724,2141,2107,89.16
2025-05-13T14:45:10.254367,2141,2108,89.13
2025-05-13T14:45:10.279043,2141,2108,89.13
2025-05-13T14:45:10.374870,2141,2108,89.13
2025-05-13T14:45:10.441035,2141,2108,89.13
2025-05-13T14:45:10.514881,2141,2108,89.13
2025-05-13T14:45:10.602117,2141,2108,89.13
2025-05-13T14:45:10.638354,2141,2108,89.13
2025-05-13T14:45:10.740079,2142,2108,89.16
2025-05-13T14:45:10.784225,2142,2109,89.13
2025-05-13T14:45:10.902037,2142,2109,89.13
2025-05-13T14:45:10.907473,2142,2109,89.13
2025-05-13T14:45:11.053239,2142,2112,89.05
2025-05-13T14:45:11.061695,2143,2112,89.08
2025-05-13T14:45:11.173879,2143,2112,89.08
2025-05-13T14:45:11.222463,2143,2112,89.08
2025-05-13T14:45:11.319751,2143,2113,89.05
2025-05-13T14:45:11.384895,2143,2113,89.05
2025-05-13T14:45:11.446807,2143,2113,89.05
2025-05-13T14:45:11.546503,2143,2113,89.05
2025-05-13T14:45:11.587030,2143,2113,89.05
2025-05-13T14:45:11.688143,2143,2113,89.05
2025-05-13T14:45:11.712142,2143,2113,89.05
2025-05-13T14:45:11.850424,2143,2113,89.05
2025-05-13T14:45:11.853925,2143,2115,88.98
2025-05-13T14:45:11.979858,2143,2115,88.98
2025-05-13T14:45:12.006798,2142,2115,88.94
2025-05-13T14:45:12.125430,2142,2116,88.9
2025-05-13T14:45:12.168901,2142,2116,88.9
2025-05-13T14:45:12.250512,2142,2116,88.9
2025-05-13T14:45:12.329958,2142,2116,88.9
2025-05-13T14:45:12.390843,2142,2117,88.85
2025-05-13T14:45:12.486852,2142,2117,88.85
2025-05-13T14:45:12.514352,2142,2117,88.85
2025-05-13T14:45:12.632844,2141,2117,88.81
2025-05-13T14:45:12.659676,2141,2117,88.81
2025-05-13T14:45:12.785681,2141,2117,88.81
2025-05-13T14:45:12.793932,2141,2117,88.81
2025-05-13T14:45:12.926694,2141,2117,88.81
2025-05-13T14:45:12.951467,2141,2117,88.81
2025-05-13T14:45:13.052203,2141,2117,88.81
2025-05-13T14:45:13.111948,2141,2117,88.81
2025-05-13T14:45:13.194903,2141,2117,88.81
2025-05-13T14:45:13.276916,2142,2117,88.85
2025-05-13T14:45:13.320461,2142,2117,88.85
2025-05-13T14:45:13.436288,2142,2117,88.85
2025-05-13T14:45:13.462308,2142,2118,88.81
2025-05-13T14:45:13.577549,2143,2118,88.85
2025-05-13T14:45:13.586398,2143,2118,88.85
2025-05-13T14:45:13.728817,2143,2118,88.85
2025-05-13T14:45:13.738547,2143,2118,88.85
2025-05-13T14:45:13.852657,2143,2118,88.85
2025-05-13T14:45:13.899169,2132,2118,87.95
2025-05-13T14:45:14.000405,2132,2117,88.09
2025-05-13T14:45:14.055952,2132,2117,88.09
2025-05-13T14:45:14.124349,2132,2117,88.09
2025-05-13T14:45:14.217141,2132,2117,88.09
2025-05-13T14:45:14.264358,2132,2119,87.8
2025-05-13T14:45:14.376816,2132,2119,87.8
2025-05-13T14:45:14.387598,2132,2119,87.8
2025-05-13T14:45:14.524581,2134,2119,88.09
2025-05-13T14:45:14.532814,2134,2120,87.95
2025-05-13T14:45:14.658417,2134,2120,87.95
2025-05-13T14:45:14.696939,2134,2120,87.95
2025-05-13T14:45:14.804177,2134,2123,87.4
2025-05-13T14:45:14.842580,2135,2123,87.61
2025-05-13T14:45:14.928714,2135,2123,87.61
2025-05-13T14:45:15.004208,2135,2123,87.61
2025-05-13T14:45:15.073863,2135,2123,87.61
2025-05-13T14:45:15.160799,2135,2123,87.61
2025-05-13T14:45:15.197405,2135,2123,87.61
2025-05-13T14:45:15.322616,2135,2123,87.61
2025-05-13T14:45:15.341701,2135,2125,87.14
2025-05-13T14:45:15.462878,2134,2125,86.82
2025-05-13T14:45:15.466196,2134,2125,86.82
2025-05-13T14:45:15.611158,2134,2127,85.91
2025-05-13T14:45:15.639826,2134,2127,85.91
2025-05-13T14:45:15.736287,2134,2127,85.91
2025-05-13T14:45:15.785935,2135,2127,86.42
2025-05-13T14:45:15.875590,2135,2128,85.91
2025-05-13T14:45:15.946003,2135,2128,85.91
2025-05-13T14:45:16.005382,2135,2128,85.91
2025-05-13T14:45:16.108221,2135,2128,85.91
2025-05-13T14:45:16.149696,2135,2129,85.24
2025-05-13T14:45:16.264484,2135,2129,85.24
2025-05-13T14:45:16.268067,2135,2129,85.24
2025-05-13T14:45:16.410503,2135,2128,85.24
2025-05-13T14:45:16.413953,2135,2128,85.91
2025-05-13T14:45:16.538044,2135,2128,85.91
2025-05-13T14:45:16.587496,2135,2128,85.91
2025-05-13T14:45:16.683420,2135,2129,85.24
2025-05-13T14:45:16.727259,2135,2129,85.24
2025-05-13T14:45:16.808572,2135,2129,85.24
2025-05-13T14:45:16.887967,2135,2129,85.24
2025-05-13T14:45:16.951205,2135,2130,84.29
2025-05-13T14:45:17.050089,2135,2130,84.29
2025-05-13T14:45:17.075925,2135,2130,84.29
2025-05-13T14:45:17.211132,2135,2130,84.29
2025-05-13T14:45:17.220137,2135,2131,82.87
2025-05-13T14:45:17.345902,2135,2131,82.87
2025-05-13T14:45:17.355679,2135,2131,82.87
2025-05-13T14:45:17.490397,2135,2132,80.54
2025-05-13T14:45:17.531512,2135,2132,80.54
2025-05-13T14:45:17.610739,2135,2132,80.54
2025-05-13T14:45:17.677245,2135,2132,80.54
2025-05-13T14:45:17.755453,2135,2132,80.54
2025-05-13T14:45:17.834762,2135,2132,80.54
2025-05-13T14:45:17.878762,2135,2132,80.54
2025-05-13T14:45:17.994219,2135,2132,80.54
2025-05-13T14:45:18.023719,2135,2134,63.43
2025-05-13T14:45:18.148969,2135,2134,63.43
2025-05-13T14:45:18.154708,2135,2134,63.43
2025-05-13T14:45:18.295380,2135,2134,63.43
2025-05-13T14:45:18.299517,2135,2134,63.43
2025-05-13T14:45:18.414509,2135,2134,63.43
2025-05-13T14:45:18.476232,2135,2134,63.43
2025-05-13T14:45:18.560531,2135,2135,0.0
2025-05-13T14:45:18.616655,2135,2135,0.0
2025-05-13T14:45:18.684070,2135,2135,0.0
2025-05-13T14:45:18.778385,2135,2135,0.0
2025-05-13T14:45:18.828822,2135,2134,63.43
2025-05-13T14:45:18.940238,2136,2134,75.96
2025-05-13T14:45:18.952237,2136,2134,75.96
2025-05-13T14:45:19.098525,2136,2135,63.43
2025-05-13T14:45:19.101576,2136,2135,63.43
2025-05-13T14:45:19.223454,2136,2135,63.43
2025-05-13T14:45:19.256244,2136,2135,63.43
2025-05-13T14:45:19.368512,2136,2136,0.0
2025-05-13T14:45:19.421139,2136,2136,0.0
2025-05-13T14:45:19.492381,2136,2136,0.0
2025-05-13T14:45:19.563827,2136,2136,0.0
2025-05-13T14:45:19.636220,2136,2136,0.0
2025-05-13T14:45:19.723540,2136,2136,0.0
2025-05-13T14:45:19.759114,2136,2136,0.0
2025-05-13T14:45:19.884056,2137,2136,63.43
2025-05-13T14:45:19.903760,2137,2131,85.24
2025-05-13T14:45:20.027209,2137,2131,85.24
2025-05-13T14:45:20.043387,2137,2131,85.24
2025-05-13T14:45:20.171483,2137,2132,84.29
2025-05-13T14:45:20.202364,2138,2132,85.24
2025-05-13T14:45:20.299875,2138,2132,85.24
2025-05-13T14:45:20.362207,2138,2132,85.24
2025-05-13T14:45:20.442544,2138,2134,82.87
2025-05-13T14:45:20.509562,2138,2134,82.87
2025-05-13T14:45:20.564169,2138,2134,82.87
2025-05-13T14:45:20.668472,2138,2134,82.87
2025-05-13T14:45:20.709255,2138,2135,80.54
2025-05-13T14:45:20.826587,2116,2135,-88.49
2025-05-13T14:45:20.833952,2116,2135,-88.49
2025-05-13T14:45:20.982360,2116,2135,-88.49
2025-05-13T14:45:20.986128,2116,2135,-88.49
2025-05-13T14:45:21.108226,2116,2135,-88.49
2025-05-13T14:45:21.150120,2135,2135,0.0
2025-05-13T14:45:21.251644,2135,2134,63.43
2025-05-13T14:45:21.305861,2135,2134,63.43
2025-05-13T14:45:21.376482,2135,2134,63.43
2025-05-13T14:45:21.454778,2111,2134,-88.75
2025-05-13T14:45:21.520262,2111,2136,-88.85
2025-05-13T14:45:21.628934,2111,2136,-88.85
2025-05-13T14:45:21.642779,2111,2136,-88.85
2025-05-13T14:45:21.773362,2134,2136,-75.96
2025-05-13T14:45:21.788952,2134,2137,-80.54
2025-05-13T14:45:21.912957,2134,2137,-80.54
2025-05-13T14:45:21.933871,2134,2137,-80.54
2025-05-13T14:45:22.058289,2134,2136,-75.96
2025-05-13T14:45:22.092017,2161,2136,88.85
2025-05-13T14:45:22.182593,2161,2136,88.85
2025-05-13T14:45:22.253421,2161,2136,88.85
2025-05-13T14:45:22.324817,2161,2138,88.75
2025-05-13T14:45:22.397569,2159,2138,88.64
2025-05-13T14:45:22.449502,2159,2138,88.64
2025-05-13T14:45:22.573702,2159,2138,88.64
2025-05-13T14:45:22.594525,2159,2136,88.75
2025-05-13T14:45:22.716903,2157,2136,88.64
2025-05-13T14:45:22.719972,2157,2136,88.64
2025-05-13T14:45:22.863008,2157,2136,88.64
2025-05-13T14:45:22.876316,2157,2136,88.64
2025-05-13T14:45:22.983988,2157,2136,88.64
2025-05-13T14:45:23.039348,2133,2136,-80.54
2025-05-13T14:45:23.127559,2133,2138,-84.29
2025-05-13T14:45:23.198047,2133,2138,-84.29
2025-05-13T14:45:23.255081,2133,2138,-84.29
2025-05-13T14:45:23.341860,2132,2138,-85.24
